s_m,x_m,y_m,psi_rad,kappa_radpm,vx_realistic_mps,ax_realistic_mps2
2767.4590949,1243.3528763,1469.4405886,-3.0486592,-0.0002493,44.8350004521129,0.272540078408955
2769.458704,1243.5379493,1467.4495616,-3.0491477,-0.0002372,44.7922842524754,-0.957321355061665
2771.4583132,1243.7220773,1465.4584617,-3.0496055,-0.0002206,44.6886962526277,-2.31774183548849
2773.4579224,1243.905334,1463.4672495,-3.0500235,-0.0001972,44.4627891171268,-5.0359732005453
2775.4575316,1244.0878043,1461.4759826,-3.0503929,-0.0001709,44.172573357116,-6.43210160372745
2777.4571407,1244.2695931,1459.4846721,-3.0507052,-0.0001415,43.8123746577054,-7.92456481685702
2779.4567499,1244.4508227,1457.49327,-3.0509579,-0.0001112,43.3415674742675,-10.2601803444033
2781.4563591,1244.6316076,1455.50185,-3.0511492,-0.0000792,42.8270360046385,-11.0862808052399
2783.4559682,1244.8120758,1453.5104232,-3.0512733,-0.000045,42.266326331759,-11.9304996561225
2785.4555774,1244.9923598,1451.5189314,-3.0513439,-0.0000262,41.6729329192457,-12.454684518053
2787.4551866,1245.1725354,1449.5274606,-3.0513821,-0.0000167,41.0747020793709,-12.377965450166
2789.4547958,1245.3526411,1447.5360012,-3.051416,-0.0000172,40.4724312356548,-12.2807648575228
2791.4544049,1245.5326807,1445.5444539,-3.0514588,-0.0000261,39.8625340857165,-12.2514111357795
2793.4540141,1245.7126156,1443.5529276,-3.0515137,-0.000021,39.2483574125134,-12.1493900294391
2795.4536233,1245.8924606,1441.5615027,-3.0515335,0.0000012,38.6295080501328,-12.0510216159064
2797.4532324,1246.0723099,1439.5699309,-3.0515303,0.0000011,38.0017796129723,-12.0282605341093
2799.4528416,1246.2521541,1437.5784639,-3.0515291,0.0000003,37.3690983395728,-11.9237656638766
2801.4524508,1246.4319997,1435.5869955,-3.0515288,0,36.7310408317712,-11.8223476185785
2803.45206,1246.6118493,1433.5954842,-3.0515288,0,36.0826653701592,-11.8049617821214
2805.4516691,1246.7916958,1431.6040074,-3.051529,-0.0000005,35.4284903879006,-11.6974885364648
2807.4512783,1246.9715439,1429.6124879,-3.0515313,-0.0000018,34.7680567963229,-11.5923045796215
2809.4508875,1247.1513824,1427.6210339,-3.0515308,0.0000026,34.0954140298889,-11.5823920801093
2811.4504967,1247.3312322,1425.6295527,-3.0515257,-0.0000029,33.4158757815354,-11.47136741083
2813.4501058,1247.5110768,1423.6379784,-3.0515483,-0.0000197,32.7289331154085,-11.3616434767465
2815.449715,1247.6908748,1421.646581,-3.0515293,0.0000414,32.0272968078353,-11.3610504631858
2817.4493242,1247.8708255,1419.6551054,-3.0514482,-0.000035,31.3173147654822,-11.24558156086
2819.4489333,1248.0506198,1417.6634699,-3.0517545,-0.0002712,30.5983842444543,-11.1304468830973
2821.4485425,1248.2288578,1415.6720031,-3.0532316,-0.0012299,29.9023789643397,-10.5292700804467
2823.4481517,1248.4021613,1413.6799617,-3.0568319,-0.0025539,29.2456487917936,-9.71297153314806
2825.4477609,1248.5652369,1411.6868053,-3.063652,-0.0042657,28.6329651979255,-8.86705192877808
2827.44737,1248.7112007,1409.6929764,-3.07398,-0.0060676,28.1293046438125,-7.14862626930633
2829.4469792,1248.8330141,1407.697325,-3.0878093,-0.0076545,27.6706610084141,-6.39932520360428
2831.4465884,1248.924355,1405.699237,-3.1044549,-0.0089851,27.2599653848442,-5.64104422495773
2833.4461976,1248.9801631,1403.7015124,-3.1230734,-0.0096132,26.8939695459102,-4.95599711347601
2835.4458067,1248.9976176,1401.7028701,3.1404136,-0.0099755,26.5385950908527,-4.74807014533861
2837.4454159,1248.9752558,1399.7019121,3.1204151,-0.0099949,26.1938867292971,-4.5452199882309
2839.4450251,1248.9122948,1397.7058203,3.0992434,-0.011305,25.8660250593088,-4.2679463613335
2841.4446342,1248.8040215,1395.7071658,3.0753267,-0.0123891,25.5447063117971,-4.13061528196322
2843.4442434,1248.6464092,1393.713025,3.0498795,-0.0130842,25.2313164021654,-3.97895077942936
2845.4438526,1248.4365618,1391.7222304,3.0230704,-0.013692,24.9252303889853,-3.83880446293707
2847.4434618,1248.1723624,1389.739206,2.9949884,-0.0143426,24.6289742484272,-3.67090164775836
2849.4430709,1247.8516725,1387.7662499,2.9657164,-0.0149836,24.3508591510282,-3.40617352073375
2851.4426801,1247.4710333,1385.7984103,2.9352062,-0.0154003,24.1362044125873,-2.60250301584376
2853.4422893,1247.0313196,1383.8495427,2.9040434,-0.0157022,23.9578656941715,-2.14467777659748
2855.4418985,1246.5308846,1381.9157576,2.8726785,-0.0157138,23.8269795988356,-1.56389853993152
2857.4415076,1245.9679762,1379.993186,2.8405936,-0.0164032,23.7119984084877,-1.36678920875237
2859.4411168,1245.3449626,1378.0978423,2.8072657,-0.0168683,23.6026978467079,-1.29313339854916
2861.440726,1244.6581424,1376.2229251,2.7737162,-0.0166417,23.4971679609213,-1.24285371842831
2863.4403351,1243.9086342,1374.3699722,2.7408636,-0.0162099,23.4621188234342,-0.411551062354714
2865.4399443,1243.0994086,1372.5422503,2.7087187,-0.016137,23.4596922837982,-0.0284699716438276
2867.4395535,1242.2309709,1370.7403099,2.6761847,-0.0163545,23.4801797551459,0.240466808079779
2869.4391627,1241.3046259,1368.9685657,2.6434919,-0.0163503,23.50044153839,0.238024301278736
2871.4387718,1240.320961,1367.2281901,2.6108212,-0.0163317,23.5197112650229,0.226560653970507
2873.438381,1239.2804922,1365.5200637,2.578163,-0.016293,23.5377439646372,0.212184699582762
2875.4379902,1238.1850126,1363.8468421,2.5456983,-0.0161781,23.5539117082004,0.190378653209153
2877.4375994,1237.0363167,1362.210559,2.5133054,-0.016248,23.5660258319012,0.142732077882296
2879.4372085,1235.8354816,1360.6130785,2.4805333,-0.0167402,23.5750571527244,0.106457368189124
2881.4368177,1234.5805289,1359.0550306,2.4462902,-0.0174055,23.5811172030776,0.0714561602992671
2883.4364269,1233.2760748,1357.5449753,2.4121551,-0.0167615,23.5872311081986,0.0721097918251744
2885.436036,1231.9202787,1356.0777697,2.3792576,-0.0163375,23.6162793749477,0.34286205339038
2887.4356452,1230.5126322,1354.6510721,2.3466137,-0.0161098,23.6732943470152,0.674185166991914
2889.4352544,1229.0654159,1353.275037,2.3158058,-0.0147727,23.8228270685489,1.7759030858547
2891.4348636,1227.5760129,1351.9404007,2.2875001,-0.0135381,24.005367913036,2.18307634867619
2893.4344727,1226.0486653,1350.6447028,2.2615018,-0.0125016,24.2079670541594,2.44247244500142
2895.4340819,1224.4922575,1349.3903553,2.2368972,-0.012141,24.4054664672781,2.40075025414284
2897.4336911,1222.9037738,1348.1725753,2.2129739,-0.0116806,24.6057379297173,2.45436597823522
2899.4333003,1221.2893758,1346.9938057,2.1901543,-0.0111143,24.8098109446116,2.52158772860139
2901.4329094,1219.6470973,1345.848763,2.1697949,-0.0092253,25.0528859132105,3.03068571576628
2903.4325186,1217.9861337,1344.7357257,2.1531342,-0.0075251,25.3298907948992,3.48975067257627
2905.4321278,1216.310628,1343.6490777,2.1397077,-0.0059152,25.6387689268807,3.93654530206716
2907.4317369,1214.6193178,1342.5809034,2.1288154,-0.0049672,26.001804029501,4.68775139665972
2909.4313461,1212.9185629,1341.5302431,2.1198472,-0.0040187,26.3781878321067,4.92970839435106
2911.4309553,1211.209284,1340.4932016,2.1127343,-0.0031117,26.7670124304601,5.16704992818301
2913.4305645,1209.4929426,1339.4670017,2.1066532,-0.0029691,27.1527929955288,5.20131958925545
2915.4301736,1207.7708344,1338.4511864,2.1008521,-0.0028446,27.5338356487754,5.21050291172748
2917.4297828,1206.0427222,1337.4450378,2.0952686,-0.0027347,27.9103406629245,5.21977254023622
2919.429392,1204.3094128,1336.4483935,2.0900774,-0.0024579,28.278675032879,5.17509763774653
2921.4290011,1202.571184,1335.4602414,2.0854733,-0.0021187,28.6428273255018,5.1830369204015
2923.4286103,1200.8284022,1334.4792381,2.0816294,-0.0017303,29.0030402520592,5.19221122408671
2925.4282195,1199.0827117,1333.504634,2.0784198,-0.0014807,29.3558877400181,5.14895639157357
2927.4278287,1197.3337541,1332.5349763,2.0757346,-0.001181,29.7047877672793,5.15257463672398
2929.4274378,1195.5825175,1331.5694489,2.0737154,-0.0008433,30.0500207821292,5.1583413746438
2931.427047,1193.8297748,1330.607031,2.07224,-0.0006323,30.3884897584541,5.11513969661581
2933.4266562,1192.0758044,1329.6468344,2.0711592,-0.0004728,30.7233330709458,5.11672110445432
2935.4262654,1190.3208866,1328.6882815,2.0703286,-0.0003593,31.0548060905999,5.12044711948899
2937.4258745,1188.5653149,1327.7310351,2.0696858,-0.0002836,31.3800269915159,5.07727051839911
2939.4254837,1186.8091784,1326.7747756,2.0691864,-0.0002229,31.7019408271565,5.0777317438498
2941.4250929,1185.0526004,1325.8192925,2.0687885,-0.0001757,32.0207748357057,5.08023489550539
2943.424702,1183.2957113,1324.8644512,2.0684683,-0.0001446,32.3338984973057,5.03872755807853
2945.4243112,1181.5385314,1323.9101108,2.0682074,-0.000119,32.643447895635,5.02940736644183
2947.4239204,1179.7811155,1322.9561846,2.06799,-0.0000986,32.9495432410973,5.02040830825848
2949.4235296,1178.0235271,1322.0026177,2.0678071,-0.0000844,33.245951014855,4.90617343758804
2951.4231387,1176.2657687,1321.0493426,2.0676516,-0.0000722,33.5374072948429,4.86705856110782
2953.4227479,1174.5078702,1320.0963205,2.0675174,-0.000062,33.8242276711087,4.83111637184146
2955.4223571,1172.7498585,1319.1435208,2.0674012,-0.0000542,34.1025916573691,4.7280189054604
2957.4219663,1170.9917396,1318.1909097,2.0673003,-0.0000472,34.3766343960314,4.6924755720151
2959.4215754,1169.2335351,1317.2384667,2.0672122,-0.0000409,34.6466139212876,4.65962667712074
2961.4211846,1167.4752462,1316.2861648,2.0671357,-0.0000357,34.9091321749726,4.56580540811417
2963.4207938,1165.7168911,1315.3339892,2.0670695,-0.0000307,35.1678425364808,4.53329567122414
2965.4204029,1163.958488,1314.3819274,2.0670127,-0.0000261,35.4229567064936,4.50305841261984
2967.4200121,1162.2000164,1313.4299474,2.0669647,-0.000022,35.6714285516171,4.41710137235878
2969.4196213,1160.4415123,1312.4780493,2.066926,-0.0000157,35.9165166428896,4.38719546945644
2971.4192305,1158.6829942,1311.5262147,2.0669027,-0.0000078,36.1583953898072,4.3591991391765
2973.4188396,1156.9244372,1310.5744002,2.0668871,-0.0000078,36.3943156802669,4.28000069345992
2975.4184488,1155.165876,1309.6226186,2.0668721,-0.0000068,36.6272020201341,4.25225938868183
2977.418058,1153.4073055,1308.6708626,2.0668604,-0.0000049,36.8572001885595,4.22614526774414
2979.4176672,1151.6487141,1307.7191168,2.0668537,-0.0000018,37.0818119900309,4.15270511969311
2981.4172763,1149.8901251,1306.7673806,2.066853,0.0000011,37.3036849028526,4.12683830737454
2983.4168855,1148.1315442,1305.8156439,2.066858,0.0000039,37.5229423342139,4.10237512545857
2985.4164947,1146.3729592,1304.8638874,2.0668684,0.0000065,37.7373016016897,4.03397092795675
2987.4161038,1144.614392,1303.9121108,2.0668841,0.0000091,37.9491729848772,4.00973321716608
2989.415713,1142.8558479,1302.9603052,2.0669049,0.0000117,38.1586618909665,3.98671577250486
2991.4153222,1141.0973153,1302.0084527,2.0669308,0.0000142,38.3636726482977,3.92274194293695
2993.4149314,1139.3388147,1301.0565531,2.0669615,0.0000166,38.566411761253,3.89994631770243
2995.4145405,1137.5803509,1300.1045981,2.066997,0.000019,38.7669694124399,3.87820831744995
2997.4141497,1135.8219133,1299.1525712,2.0670373,0.0000213,38.9634139397812,3.81817317545979
2999.4137589,1134.0635209,1298.200472,2.0670821,0.0000236,39.1577740915121,3.7966533558551
3001.4133681,1132.305178,1297.2482926,2.0671314,0.0000258,39.3501279065776,3.77606145793951
3003.4129772,1130.5468752,1296.2960175,2.0671853,0.000028,39.5386879305034,3.719546235742
3005.4125864,1128.7886302,1295.3436462,2.0672436,0.0000302,39.7253271722021,3.69916673536978
3007.4121956,1127.0304471,1294.3911708,2.0673062,0.0000324,39.9101137102812,3.67960835274219
3009.4118047,1125.2723175,1293.438577,2.0673733,0.0000346,40.0913874965476,3.626252508741
3011.4114139,1123.5142578,1292.4858637,2.0674447,0.0000368,40.2708844151131,3.60689983249515
3013.4110231,1121.756272,1291.5330231,2.0675204,0.0000389,40.4486639697791,3.58827248962069
3015.4106323,1119.998353,1290.5800417,2.0676004,0.0000411,40.623179917975,3.53777370799804
3017.4102414,1118.2405159,1289.6269178,2.0676847,0.0000433,40.7960461307338,3.51934616940746
3019.4098506,1116.4827647,1288.6736436,2.0677734,0.0000454,40.9673154253033,3.50157252110256
3021.4094598,1114.7250935,1287.7202063,2.0678664,0.0000476,41.1355426632756,3.45365910645893
3023.409069,1112.9675162,1286.7666034,2.0679637,0.0000498,41.3022335140353,3.43607717091203
3025.4086781,1111.2100367,1285.8128272,2.0680654,0.000052,41.4674344969536,3.41907588619023
3027.4082873,1109.4526507,1284.8588653,2.0681715,0.0000542,41.629792077953,3.3735253604723
3029.4078965,1107.6953708,1283.9047145,2.0682821,0.0000564,41.7907144330149,3.35671199357329
3031.4075056,1105.9382009,1282.9503669,2.0683971,0.0000586,41.9502429751161,3.34042109767208
3033.4071148,1104.1811383,1281.9958106,2.0685166,0.0000609,42.1071065735944,3.29702882162241
3035.406724,1102.4241943,1281.0410415,2.0686408,0.0000632,42.2626258194339,3.28092038020331
3037.4063332,1100.667373,1280.0860514,2.0687695,0.0000655,42.4168378109296,3.26528521803852
3039.4059423,1098.910673,1279.1308289,2.0689029,0.0000679,42.5685460202974,3.22387520727732
3041.4055515,1097.1541047,1278.1753689,2.0690411,0.0000703,42.7189917606755,3.20841361564174
3043.4051607,1095.3976721,1277.2196627,2.0691841,0.0000727,42.8682084087267,3.19338276833347
3045.4047698,1093.6413757,1276.2636996,2.069332,0.0000752,43.0150673391733,3.15379791469849
3047.404379,1091.8852245,1275.3074731,2.0694849,0.0000777,43.1607379934829,3.1389348349841
3049.4039882,1090.1292228,1274.3509744,2.0696428,0.0000802,43.3052506203298,3.12446730778558
3051.4035974,1088.3733727,1273.3941927,2.0698058,0.0000828,43.447538196502,3.08656412636271
3053.4032065,1086.6176821,1272.4371209,2.0699741,0.0000855,43.5887050978045,3.07225966486661
3055.4028157,1084.8621557,1271.4797491,2.0701477,0.0000882,43.7287785388684,3.05831269380833
3057.4024249,1083.106797,1270.522067,2.0703269,0.000091,43.866747998689,3.02196736219522
3059.4020341,1081.3516137,1269.5640657,2.0705124,0.0000951,44.0036584921853,3.00818297805027
3061.4016432,1079.5966124,1268.6057304,2.0707079,0.0001003,44.1395345949026,2.9947237081815
3063.4012524,1077.8418031,1267.6470459,2.0709095,0.0001014,44.2734175877636,2.95982601147586
3065.4008616,1076.0871874,1266.6880052,2.0711136,0.0001031,44.4062978293072,2.94652125141098
3067.4004707,1074.3327677,1265.7286018,2.071322,0.0001054,44.5381976519151,2.93351414932147
3069.4000799,1072.578553,1264.7688297,2.0715359,0.0001086,44.6682061381218,2.89996403214262
3071.3996891,1070.8245455,1263.8086761,2.0717562,0.0001117,44.7972635939006,2.88711061733382
3073.3992983,1069.0707516,1262.8481301,2.0719828,0.0001149,44.9253905042474,2.87453329823296
3075.3989074,1067.3171804,1261.887182,2.072216,0.0001183,45.0517196529536,2.8422384478048
3077.3985166,1065.5638357,1260.9258187,2.0724558,0.0001217,45.1771455975577,2.82981310913262
3079.3981258,1063.8107242,1259.9640286,2.0727025,0.0001251,45.3016865715909,2.81763103703722
3081.397735,1062.0578546,1259.0018006,2.0729562,0.0001286,45.4245161607803,2.78651003664363
3083.3973441,1060.305232,1258.0391214,2.073217,0.0001323,45.5464866769476,2.77448731664193
3085.3969533,1058.5528637,1257.0759785,2.0734852,0.0001359,45.6676146989245,2.76268574781016
3087.3965625,1056.8007581,1256.1123596,2.0737608,0.0001397,45.7871108137119,2.73265505522296
3089.3961716,1055.0489215,1255.148251,2.0740441,0.0001436,45.90578879147,2.72101379712699
3091.3957808,1053.2973616,1254.1836392,2.0743352,0.0001476,46.0236633526435,2.70956540668235
3093.39539,1051.5460869,1253.2185108,2.0746343,0.0001516,46.139979985894,2.68056495770252
3095.3949992,1049.7951047,1252.2528513,2.0749417,0.0001558,46.2555162216342,2.66927853481766
3097.3946083,1048.0444233,1251.2866462,2.0752575,0.00016,46.370285319951,2.65816446919438
3099.3942175,1046.2940516,1250.319881,2.0755818,0.0001644,46.4835651707338,2.63013150974599
3101.3938267,1044.5439977,1249.3525404,2.075915,0.0001689,46.5960997672015,2.61918242152887
3103.3934359,1042.7942703,1248.3846086,2.0762573,0.0001734,46.7079010064422,2.6083854066623
3105.393045,1041.0448793,1247.4160704,2.0766088,0.0001781,46.8182766795286,2.58125821023828
3107.3926542,1039.2958332,1246.446909,2.0769697,0.0001829,46.9279399451417,2.57063136485315
3109.3922634,1037.5471411,1245.4771075,2.0773404,0.0001878,47.036901034603,2.56012811008368
3111.3918725,1035.7988145,1244.5066499,2.077721,0.0001929,47.1444961406644,2.53385959738072
3113.3914817,1034.0508619,1243.5355179,2.0781117,0.000198,47.251409288843,2.52353395469236
3115.3910909,1032.3032928,1242.5636932,2.0785129,0.0002033,47.3576496431874,2.51331608824731
3117.3907001,1030.5561212,1241.5911593,2.0789248,0.0002087,47.4625793973782,2.48785195765769
3119.3903092,1028.8093546,1240.6178959,2.0793477,0.0002143,47.5668556464568,2.4778125480708
3121.3899184,1027.0630032,1239.643883,2.0797817,0.0002199,47.6704863849127,2.4678612409063
3123.3895276,1025.3170841,1238.6691044,2.0802273,0.0002257,47.772858407559,2.44315945699177
3125.3891368,1023.5716036,1237.6935368,2.0806846,0.0002317,47.8746034803391,2.43338997715662
3127.3887459,1021.826572,1236.7171588,2.081154,0.0002378,47.9757287266427,2.42369582452802
3129.3883551,1020.082011,1235.7399545,2.0816357,0.0002441,48.0756435420548,2.39970768545821
3131.3879643,1018.3379245,1234.7618974,2.0821301,0.0002505,48.1749564656987,2.39019916722835
3133.3875734,1016.5943233,1233.7829642,2.0826375,0.000257,48.2736734475461,2.38074472864616
3135.3871826,1014.8512345,1232.8031399,2.0831582,0.0002638,48.3712251844293,2.35743007244861
3137.3867918,1013.1086588,1231.8223941,2.0836925,0.0002707,48.4681984900072,2.34816858813274
3139.386401,1011.3666074,1230.8407015,2.0842407,0.0002777,48.5645983392863,2.33894377698295
3141.3860101,1009.6251142,1229.8580488,2.0848033,0.000285,48.6598751301138,2.31626166885779
3143.3856193,1007.8841755,1228.8744003,2.0853806,0.0002923,48.7545957525156,2.3072406630613
3145.3852285,1006.1438031,1227.8897292,2.0859724,0.0002996,48.8487639044944,2.29823107580936
3147.3848377,1004.4040388,1226.9040246,2.0865802,0.0003083,48.9418484853868,2.27614430097574
3149.3844468,1002.6648739,1225.9172439,2.0872027,0.0003116,49.0343976628972,2.26734840239039
3151.384056,1000.9263116,1224.9293737,2.0878236,0.0003095,49.1264140567831,2.2585422980042
3153.3836652,999.1883856,1223.9404329,2.088452,0.000319,49.2173836676302,2.23701136407494
3155.3832743,997.4510786,1222.9503761,2.0891014,0.0003327,49.3078378424644,2.22843995160216
3157.3828835,995.714426,1221.9591601,2.0897848,0.0003507,49.3977780204953,2.21983392139021
3159.3824927,993.9784781,1220.9667391,2.0904943,0.0003589,49.4867066037422,2.19884393478657
3161.3821019,992.243236,1219.9730682,2.0912206,0.0003679,49.5751390192194,2.19049759574868
3163.381711,990.5087251,1218.9781207,2.0919661,0.0003777,49.6630742246738,2.18205965119087
3165.3813202,988.7749677,1217.9818647,2.092731,0.0003874,49.7500325254895,2.16162109121084
3167.3809294,987.0419807,1216.9842647,2.0935154,0.0003973,49.8365119261573,2.15346695713346
3169.3805386,985.3097934,1215.9852919,2.0943202,0.0004075,49.9225093055187,2.145172765154
3171.3801477,983.5784096,1214.9849011,2.0951456,0.0004181,50.0075634717959,2.12528264301595
3173.3797569,981.8478672,1213.9830658,2.0959923,0.0004288,50.0921543057415,2.11729337025596
3175.3793661,980.1181982,1212.9797548,2.0968607,0.0004398,50.1762775086962,2.109137535343
3177.3789752,978.389387,1211.9749083,2.0977514,0.0004511,50.2594889904444,2.08976068145123
3179.3785844,976.6614945,1210.9685095,2.0986649,0.0004626,50.3422514097291,2.08191766165404
3181.3781936,974.9345546,1209.9605247,2.0996017,0.0004744,50.4245597894371,2.07389347832245
3183.3778028,973.2085322,1208.9508789,2.1005625,0.0004866,50.5059854402099,2.05498537618609
3185.3774119,971.483512,1207.9395653,2.1015477,0.000499,50.5869755009948,2.04728140403833
3187.3770211,969.7595292,1206.9265473,2.102558,0.0005116,50.6675244140522,2.03938347311287
3189.3766303,968.0365303,1205.9117346,2.103594,0.0005246,50.7472172907566,2.02090301112183
3191.3762394,966.3146231,1204.8951305,2.1046562,0.0005379,50.8264867523683,2.01331671110092
3193.3758486,964.5938441,1203.8766948,2.1057453,0.0005514,50.9053274593444,2.00554392188533
3195.3754578,962.8741233,1202.8563229,2.1068619,0.0005654,50.9833361226211,1.98743795764643
3197.375067,961.1555901,1201.8340268,2.1080066,0.0005797,51.0609326488198,1.97995707740153
3199.3746761,959.4382817,1200.8097625,2.1091802,0.0005941,51.1381123141884,1.97230751031054
3201.3742853,957.7221151,1199.7834127,2.1103833,0.0006091,51.2144813286354,1.95452358955918
3203.3738945,956.0072383,1198.7549962,2.1116164,0.0006244,51.2904485870929,1.94713509621749
3205.3735037,954.2936896,1197.724465,2.1128805,0.0006399,51.3660101792966,1.93960036650705
3207.3731128,952.5813765,1196.6916908,2.1141761,0.000656,51.4407800138314,1.92208734491956
3209.372722,950.8704621,1195.6566971,2.115504,0.0006723,51.5151571764848,1.91476676706081
3211.3723312,949.1609857,1194.6194317,2.1168649,0.0006889,51.5891397688917,1.90735349095
3213.3719403,947.4528507,1193.5797578,2.1182596,0.0007061,51.6623466964997,1.89005043412967
3215.3715495,945.7462302,1192.5377005,2.1196888,0.0007235,51.7351690399001,1.88278024468601
3217.3711587,944.0411644,1191.4932029,2.1211533,0.0007413,51.807605910096,1.87544509916755
3219.3707679,942.3375594,1190.446124,2.1226539,0.0007596,51.8792834109063,1.8583673983199
3221.370377,940.6355918,1189.3964863,2.1241912,0.0007782,51.9505818142738,1.85108769819508
3223.3699862,938.935302,1188.3442277,2.1257661,0.0007971,52.0215020450062,1.8437913210799
3225.3695954,937.2366081,1187.2892082,2.1273794,0.0008165,52.0916797040715,1.82696183159
3227.3692046,935.5396812,1186.2314428,2.1290318,0.0008363,52.1614814511226,1.81961874956296
3229.3688137,933.8445625,1185.1708643,2.130724,0.0008563,52.230911029254,1.8123341632227
3231.3684229,932.1511897,1184.107339,2.1324569,0.0008769,52.299613535037,1.79572812736997
3233.3680321,930.4597212,1183.0408692,2.1342311,0.0008978,52.3679415156825,1.78828009886043
3235.3676412,928.7701988,1181.9713826,2.1360475,0.0009191,52.4359024335692,1.78098945260027
3237.3672504,927.0825883,1180.8987565,2.1379072,0.0009409,52.5031498794632,1.76456560676472
3239.3668596,925.3970287,1179.8229761,2.1398109,0.0009636,52.5700223895241,1.75697000436228
3241.3664688,923.7135619,1178.7439606,2.1417612,0.0009871,52.6365315454897,1.74964165604666
3243.3660779,922.0321919,1177.6616009,2.1437586,0.0010107,52.7023379316706,1.73333136078279
3245.3656871,920.3530244,1176.575853,2.1458033,0.0010346,52.7677670753628,1.72554183480875
3247.3652963,918.6761276,1175.4866472,2.1478962,0.0010588,52.832835676339,1.7181565986221
3249.3649055,917.0015011,1174.3938663,2.1500395,0.0010849,52.8972119108701,1.70195814773666
3251.3645146,915.3292659,1173.2974659,2.1522353,0.0011116,52.9612086963415,1.69398074702229
3253.3641238,913.6595053,1172.1973731,2.1544852,0.0011388,53.0248470501362,1.68652407502959
3255.363733,911.992198,1171.0934431,2.1567905,0.0011669,53.0878022416746,1.67041193869594
3257.3633421,910.3274944,1169.9856413,2.1591519,0.0011951,53.1503747790861,1.6622229580185
3259.3629513,908.665482,1168.8738908,2.1615698,0.0012233,53.2125911972418,1.65470402103148
3261.3625605,907.0061281,1167.7580345,2.1640433,0.0012507,53.2741387567966,1.63881981380142
3263.3621697,905.3495969,1166.63805,2.166571,0.0012768,53.3353074488438,1.63060871701208
3265.3617788,903.6959721,1165.5138684,2.1691491,0.0013016,53.3961297229286,1.62322944147623
3267.361388,902.0452091,1164.3853416,2.1717728,0.0013225,53.4563193302232,1.60816597237562
3269.3609972,900.3974635,1163.2524728,2.1744364,0.0013401,53.5161514218235,1.60040938718174
3271.3606064,898.7528,1162.1152211,2.177131,0.0013546,53.5756630687791,1.5936139561156
3273.3602155,897.1111559,1160.9734768,2.1798473,0.0013622,53.6346123146647,1.58030009091428
3275.3598247,895.472653,1159.8272839,2.1825761,0.0013651,53.6932450421539,1.57353872256533
3277.3594339,893.8373199,1158.6766481,2.1853049,0.0013638,53.7516003665688,1.56780105095927
3279.359043,892.2050741,1157.5215221,2.1880233,0.0013551,53.8094852278173,1.55684391398668
3281.3586522,890.5759856,1156.361994,2.1907214,0.0013415,53.8671003323161,1.55125254702673
3283.3582614,888.9500367,1155.1981175,2.1933866,0.0013247,53.924483565055,1.54665960380679
3285.3578706,887.3271401,1154.0299094,2.1960227,0.0013119,53.9814760674256,1.5377581429794
3287.3574797,885.7073548,1152.8574771,2.1986345,0.0013013,54.038231592362,1.53297842356078
3289.3570889,884.0906061,1151.6808198,2.2012266,0.0012873,54.0947861978994,1.52915383833424
3291.3566981,882.4769107,1150.5000452,2.2037471,0.0012337,54.150992427957,1.52131904979422
3293.3563073,880.8661255,1149.3152834,2.2061692,0.0011947,54.2069687179608,1.51666552077352
3295.3559164,879.2580882,1148.1266111,2.208529,0.0011655,54.262753081153,1.51302430965029
3297.3555256,877.6529289,1146.9342716,2.21083,0.001136,54.3182015581092,1.50545630646134
3299.3551348,876.0504627,1145.7382741,2.2130726,0.0011075,54.3734166793454,1.50064844629052
3301.3547439,874.4505589,1144.5386632,2.2152594,0.0010797,54.42843998283,1.49695197396723
3303.3543531,872.8533606,1143.3356845,2.2173915,0.0010529,54.4831258033228,1.48927058751494
3305.3539623,871.2586765,1142.129329,2.2194705,0.0010269,54.5375703747518,1.48418628007652
3307.3535715,869.6663797,1140.9196304,2.2214986,0.0010016,54.5918197446583,1.48033942138797
3309.3531806,868.0766229,1139.7068316,2.223477,0.0009773,54.6457288403971,1.4725121687386
3311.3527898,866.4892174,1138.4909117,2.2254072,0.0009536,54.699390995644,1.4672103919441
3313.352399,864.9040417,1137.2718965,2.2272909,0.0009305,54.7528562621308,1.46325931267256
3315.3520081,863.3212466,1136.0500183,2.229129,0.000908,54.8059808605681,1.45535175535217
3317.3516173,861.7406518,1134.825252,2.2309226,0.0008861,54.8588563232279,1.4499280668453
3319.3512265,860.1621451,1133.5976213,2.2326729,0.0008645,54.9115351042845,1.44592513789759
3321.3508357,858.585863,1132.3673414,2.2343804,0.0008434,54.9638752203355,1.43800391785204
3323.3504448,857.0116381,1131.134389,2.2360462,0.0008228,55.0159665014068,1.43252769936428
3325.350054,855.4393718,1129.8987915,2.2376712,0.0008025,55.0678625039671,1.428506798207
3327.3496632,853.8691754,1128.6607397,2.2392557,0.0007824,55.1194230425728,1.42060653408616
3329.3492724,852.3008986,1127.4202172,2.2408012,0.0007641,55.1707367449685,1.41512562467461
3331.3488815,850.7344652,1126.177257,2.242312,0.0007472,55.2218573691244,1.41111037984965
3333.3484907,849.1699575,1124.9320096,2.2437912,0.0007323,55.272646129002,1.40324389534611
3335.3480999,847.6072624,1123.6844644,2.2452371,0.0007119,55.3231909506823,1.39778484310417
3337.347709,846.0463,1122.4346603,2.2466374,0.0006894,55.3735445928398,1.39376836441644
