s_m,x_m,y_m,psi_rad,kappa_radpm,vx_realistic_mps,ax_realistic_mps2
1499.7068794,206.8562465,1433.8772063,-0.8415999,-0.0031323,55.1348796386187,0.979623780606785
1501.7064886,208.3514626,1435.2047441,-0.8478612,-0.0031305,55.1700837291884,0.970986210879477
1503.7060978,209.8550311,1436.5229592,-0.8541194,-0.0031288,55.2051143268293,0.966816204044614
1505.705707,211.3668945,1437.8318077,-0.8603745,-0.0031272,55.2399746692731,0.962726522671657
1507.7053161,212.886769,1439.1310541,-0.8666255,-0.0031254,55.2745113518042,0.954387464729665
1509.7049253,214.4147995,1440.4208324,-0.8728735,-0.0031237,55.3088732238878,0.950148687892976
1511.7045345,215.9509308,1441.7011029,-0.8791183,-0.003122,55.3430687448086,0.946135073924215
1513.7041436,217.4948916,1442.9716494,-0.885359,-0.0031202,55.3769525013512,0.938085909964511
1515.7037528,219.0468077,1444.2325856,-0.8915966,-0.0031185,55.4106610304278,0.933804338383231
1517.703362,220.6066256,1445.483875,-0.8978308,-0.0031168,55.444207310854,0.929873822341725
1519.7029712,222.1740931,1446.7253252,-0.9040611,-0.003115,55.4774529220236,0.922094773917066
1521.7025803,223.7493127,1447.957027,-0.9102883,-0.0031133,55.5105226898672,0.917766024098131
1523.7021895,225.3322301,1449.1789453,-0.916512,-0.0031115,55.5434337118355,0.913903376419518
1525.7017987,226.9226194,1450.390915,-0.9227321,-0.00311,55.5760543605602,0.906374552308763
1527.7014079,228.5205541,1451.5930012,-0.9289483,-0.0031066,55.6085024512694,0.902107918108358
1529.701017,230.1259772,1452.7851767,-0.9351556,-0.0031011,55.640799892454,0.898442550414667
1531.7006262,231.7386846,1453.9673222,-0.9413437,-0.0030884,55.6728450488189,0.891940074514805
1533.7002354,233.358706,1455.1395146,-0.9475138,-0.0030877,55.7047518869132,0.888600370701577
1535.6998445,234.9859372,1456.3016833,-0.9536959,-0.0030947,55.7365407210669,0.885820325729821
1537.6994537,236.6203046,1457.4537507,-0.95988,-0.0030906,55.7681391184275,0.881014445506226
1539.6990629,238.2617696,1458.5957021,-0.9660554,-0.0030856,55.7996350979177,0.878655771459775
1541.6986721,239.9102403,1459.7274981,-0.9722197,-0.0030798,55.8310460158754,0.876776863705593
1543.6982812,241.5656609,1460.8491293,-0.978371,-0.0030727,55.8623288441355,0.873691928972721
1545.6978904,243.2279427,1461.9605689,-0.9845077,-0.0030649,55.8935472535013,0.872380635437231
1547.6974996,244.8969769,1463.0617821,-0.9906279,-0.0030566,55.9247141398448,0.871427037837141
1549.6971088,246.5727467,1464.1527982,-0.9967305,-0.0030472,55.9558099821698,0.869924767635098
